Variants,Fitness Score
RAWW,0.001313761
RAWY,0.002151682
RAYA,0.137269122
RAYC,0.019861111
RAYD,0
RAYE,0.002551308
RAYF,0.004551799
RAYG,0.571040389
RAYH,0.003238115
RAYI,0.025355727
RAYK,0.003778091
RAYL,0.00376562
RAYM,0.003735956
RAYN,0.004430226
RAYP,0.011582392
RAYQ,0.006578
RAYR,0.002964208
RAYS,0.012088047
RAYT,0.099022954
RAYV,0.031416667
RAYW,0.002942612
RAYY,0.002668068
RCAA,0.213755209
RCAC,0.00646423
RCAD,0.019498308
RCAE,0.009906627
RCAF,0.019142328
RCAG,0.028588162
RCAH,0.010804115
RCAI,0.019786765
RCAK,0.01771
RCAL,0.019921393
RCAM,0.031042588
RCAN,0.013961349
RCAP,0.009599232
RCAQ,0.013354408
RCAR,0.008474074
RCAS,0.016212763
RCAT,0.014146237
RCAV,0.009552502
RCAW,0.010452331
RCAY,0.010819079
RCCA,0.812217004
RCCC,0.385159213
RCCD,0.019053201
RCCE,0.008157242
RCCF,0.010609677
RCCG,0.181991334
RCCH,0.004791667
RCCI,0.062847134
RCCK,0.00874734
RCCL,0.154833042
RCCM,0.030779412
RCCN,0.011074074
RCCP,0.007013944
RCCQ,0.013147909
RCCR,0.005537037
RCCS,0.021781457
RCCT,0.017775279
RCCV,0.035334785
RCCW,0.004001217
RCCY,0.003915476
RCDA,0.019102778
RCDC,0.003833333
RCDD,0.026140117
RCDE,0.007407658
RCDF,0.010725
RCDG,0.006166875
RCDH,0.00715
RCDI,0.004568056
RCDK,0.01058691
RCDL,0.010502575
RCDM,0.009228395
RCDN,0.010884176
RCDP,0.007085147
RCDQ,0.005155172
RCDR,0.008853816
RCDS,0.009669607
RCDT,0.006202735
RCDV,0.009434028
RCDW,0.004152778
RCDY,0.010088957
RCEA,0.006698574
RCEC,0
RCED,0.024752993
RCEE,0.004983333
RCEF,0.007655959
RCEG,0.011463562
RCEH,0.004249354
RCEI,0.001593508
RCEK,0.008108974
RCEL,0.005651203
RCEM,0.007944444
RCEN,0.006193974
RCEP,0.011442843
RCEQ,0.009838889
RCER,0.004257605
RCES,0.010615904
RCET,0.007762709
RCEV,0.008961853
RCEW,0.003754566
RCEY,0.005347968
RCFA,0.236212973
RCFC,0.051931579
RCFD,0.037119648
RCFE,0.017892681
RCFF,0.02565312
RCFG,0.87852567
RCFH,0.018581921
RCFI,0.110170752
RCFK,0.010016334
RCFL,0.025671717
RCFM,0.024362963
RCFN,0.015761981
RCFP,0.02681508
RCFQ,0.020824959
RCFR,0.010100681
RCFS,0.044153242
RCFT,0.21865388
RCFV,0.180677999
RCFW,0.003654444
RCFY,0.015591567
RCGA,0.109798444
RCGC,0.661024513
RCGD,0.022830516
RCGE,0.010634627
RCGF,0.348050372
RCGG,0.034890382
RCGH,0.052692623
RCGI,0.469929254
RCGK,0.015379426
RCGL,0.915516741
RCGM,1.6460752
RCGN,0.063519313
RCGP,0.014458051
RCGQ,0.155237116
RCGR,0.012416216
RCGS,0.059806671
RCGT,0.089087419
RCGV,0.582457703
RCGW,0.04172612
RCGY,0.024115623
RCHA,0.024362963
RCHC,0
RCHD,0.055250821
RCHE,0.00334248
RCHF,0.008305556
RCHG,0.005518456
RCHH,0.014425439
RCHI,0.008565104
RCHK,0.022527397
RCHL,0.006457461
RCHM,0
RCHN,0.018902299
RCHP,0.005250639
RCHQ,0.018272222
RCHR,0.013051587
RCHS,0.007333333
RCHT,0.015696402
RCHV,0.01265
RCHW,0.004090796
RCHY,0.005123053
RCIA,0.014275174
RCIC,0.004851032
RCID,0.059077938
RCIE,0.012059667
RCIF,0.02229386
RCIG,0.017265092
RCIH,0.0143
RCII,0.009946573
RCIK,0.019392689
RCIL,0.010722086
RCIM,0.005525874
RCIN,0.009966667
RCIP,0.010427083
RCIQ,0.004876928
RCIR,0.009073103
RCIS,0.010165179
RCIT,0.00863873
RCIV,0.013177083
RCIW,0.011601411
RCIY,0.004614198
RCKA,0.014723485
RCKC,0.00322451
RCKD,0.051125349
RCKE,0.010541667
RCKF,0.013534979
RCKG,0.006276718
RCKH,0.002092239
RCKI,0.004894345
RCKK,0.014815315
RCKL,0.009966667
RCKM,0.023161972
RCKN,0.010644013
RCKP,0.010151235
RCKQ,0
RCKR,0.011380623
RCKS,0.00935438
RCKT,0.008401022
RCKV,0.004195153
RCKW,0.007720657
RCKY,0.012235863
RCLA,0.036534584
RCLC,0.018553333
RCLD,0.01421495
RCLE,0.0082225
RCLF,0.012204082
RCLG,0.590066459
RCLH,0.01300837
RCLI,0.02242084
RCLK,0.012928459
RCLL,0.016089629
RCLM,0.012693396
RCLN,0.016286786
RCLP,0.016175906
RCLQ,0.012597145
RCLR,0.008939235
RCLS,0.021674258
RCLT,0.106390658
RCLV,0.018648075
RCLW,0.009451149
RCLY,0.00797597
RCMA,0.073474147
RCMC,0.013323495
RCMD,0.024126628
RCME,0.005958333
RCMF,0.007613426
RCMG,0.133337839
RCMH,0.007944444
RCMI,0.01022699
RCMK,0.012948819
RCML,0.006960847
RCMM,0.00934375
RCMN,0.01351115
RCMP,0.016017857
RCMQ,0.009451149
RCMR,0.010455495
RCMS,0.021781457
RCMT,0.028214461
RCMV,0.015441315
RCMW,0.006374031
RCMY,0.013902778
RCNA,0.019179646
RCNC,0.006525794
RCND,0.029268086
RCNE,0.00378046
RCNF,0.004983333
RCNG,0.013262097
RCNH,0.008489307
RCNI,0.009788691
RCNK,0.005374183
RCNL,0.009844203
RCNM,0.009290961
RCNN,0.009719267
RCNP,0.01124748
RCNQ,0.009739002
RCNR,0.009055617
RCNS,0.008598693
RCNT,0.014392504
RCNV,0.007677404
RCNW,0
RCNY,0.006300766
RCPA,0.015598239
RCPC,0.005006088
RCPD,0.026869634
RCPE,0.002246585
RCPF,0.016363184
RCPG,0.013975921
RCPH,0.009632322
RCPI,0.021829646
RCPK,0.010246106
RCPL,0.013704167
RCPM,0.012395729
RCPN,0.003654444
RCPP,0.009788691
RCPQ,0.006344522
RCPR,0.014176724
RCPS,0.007387691
RCPT,0.013529591
RCPV,0.010430233
RCPW,0.004953313
RCPY,0.006615805
RCQA,0.008489307
RCQC,0
RCQD,0.031174406
RCQE,0.003513889
RCQF,0.010027439
RCQG,0.008061275
RCQH,0.014425439
RCQI,0.010819079
RCQK,0.012458333
RCQL,0.008701058
RCQM,0.007830952
RCQN,0.009673529
RCQP,0.012364662
RCQQ,0
RCQR,0.015691794
RCQS,0.015661905
RCQT,0.010391785
RCQV,0.007073118
RCQW,0.008433333
RCQY,0.013590909
RCRA,0.016947584
RCRC,0.005529059
RCRD,0.019458514
RCRE,0.011171875
RCRF,0.011991146
RCRG,0.015758385
RCRH,0.004587169
RCRI,0.007997126
RCRK,0.014467742
RCRL,0.010443696
RCRM,0.00543508
RCRN,0.019918847
RCRP,0.013469907
RCRQ,0.011215686
RCRR,0.010644013
RCRS,0.010107704
RCRT,0.014899207
RCRV,0.012075768
RCRW,0.00575
RCRY,0.01222944
RCSA,0.029108256
RCSC,0.007553478
RCSD,0.021083333
RCSE,0.112793738
RCSF,0.007119048
RCSG,0.009691773
RCSH,0.007372495
RCSI,0.012458333
RCSK,0.00812959
RCSL,0.012283333
RCSM,0.005029052
RCSN,0.011843107
RCSP,0.009451149
RCSQ,0.00900966
RCSR,0.01301096
RCSS,0.013328242
RCST,0.012371077
RCSV,0.007621569
RCSW,0.004851032
RCSY,0.012595741
RCTA,0.012882361
RCTC,0.000904565
RCTD,0.024302751
RCTE,0.009788691
RCTF,0.009136111
RCTG,0.006090741
RCTH,0.010997171
RCTI,0.011161765
RCTK,0.004685185
RCTL,0.008050512
RCTM,0.012127581
RCTN,0.005686376
RCTP,0.01393006
RCTQ,0.010691194
RCTR,0.006873563
RCTS,0.010472222
RCTT,0.012796059
RCTV,0.006165474
RCTW,0.012963401
RCTY,0.006474409
RCVA,0.01919879
RCVC,0.007203241
RCVD,0
RCVE,0.008533105
RCVF,0.008681373
RCVG,0.040988633
RCVH,0.012012597
RCVI,0.016412176
RCVK,0.008758988
RCVL,0.012497705
RCVM,0.00943759
RCVN,0.013599555
RCVP,0.011184769
RCVQ,0.009174338
RCVR,0.010175707
RCVS,0.010054848
RCVT,0.018481766
RCVV,0.013284153
RCVW,0.007491024
RCVY,0.008908451
RCWA,0.020252463
RCWC,0.006983015
RCWD,0.022171053
RCWE,0.016049925
RCWF,0.007357942
RCWG,0.019504058
RCWH,0.021083333
RCWI,0.020428572
RCWK,0.01340625
RCWL,0.014286197
RCWM,0.019861111
RCWN,0.048084796
RCWP,0.028468941
RCWQ,0.021083333
RCWR,0.014397374
RCWS,0.0151967
RCWT,0.02697912
RCWV,0.034260417
RCWW,0.004953313
RCWY,0.009497937
RCYA,0.193033861
RCYC,0.039694828
RCYD,0.019317046
RCYE,0.019053922
RCYF,0.01410723
RCYG,0.739260628
RCYH,0.014846181
RCYI,0.097735143
RCYK,0.027592282
RCYL,0.015031993
RCYM,0.012529524
RCYN,0.01684311
RCYP,0.040306373
RCYQ,0.028550347
RCYR,0.016321184
RCYS,0.043853334
RCYT,0.138574572
RCYV,0.085176667
RCYW,0.004766667
RCYY,0.019985243
RDAA,0.078947193
RDAC,0.005915468
RDAD,0
RDAE,0.002447173
RDAF,0.002753684
RDAG,0.003771789
RDAH,0.001608313
RDAI,0.001306047
RDAK,0.002221751
RDAL,0.002348615
RDAM,0.003844086
RDAN,0.002954608
RDAP,0.002263233
RDAQ,0.002351205
RDAR,0.001910404
RDAS,0.003009054
RDAT,0.0020497
RDAV,0.002277701
RDAW,0.001912209
RDAY,0.001620923
RDCA,1.607069356
RDCC,0.138992438
RDCD,0
RDCE,0.004609964
RDCF,0.006029833
RDCG,0.395559776
RDCH,0.00510941
RDCI,0.011240011
RDCK,0.006218296
RDCL,0.009101297
RDCM,0.011672319
RDCN,0.010278125
RDCP,0.007069936
RDCQ,0.004216667
RDCR,0.004823867
RDCS,0.014663639
RDCT,0.018143049
RDCV,0.011871391
RDCW,0.003411826
RDCY,0.005366667
RDDA,0.006167234
RDDC,0.005044479
RDDD,0
RDDE,0.002309691
RDDF,0.001181394
RDDG,0.001497723
RDDH,0.00232274
RDDI,0.001691872
RDDK,0.003336667
RDDL,0.002233272
RDDM,0.001481532
RDDN,0.002568385
RDDP,0.002645824
RDDQ,0.002511235
RDDR,0.001550684
RDDS,0.004147816
RDDT,0.001721296
RDDV,0.001658096
RDDW,0.002265152
RDDY,0.001531192
RDEA,0.002948307
RDEC,0.005710069
RDED,0.013051587
RDEE,0.002078357
RDEF,0.002717059
RDEG,0.002496905
RDEH,0.003189488
RDEI,0.000647951
RDEK,0.003271552
RDEL,0.001720946
RDEM,0.001964755
RDEN,0.003018539
RDEP,0.002108333
RDEQ,0.002809801
RDER,0.001740902
RDES,0.002457007
RDET,0.001672515
RDEV,0.001537438
RDEW,0.00070368
RDEY,0.001690382
RDFA,0.036611446
RDFC,0.009049921
RDFD,0
RDFE,0.003670759
RDFF,0.003050212
RDFG,0.221149877
RDFH,0.003461443
RDFI,0.006124767
RDFK,0.002076389
RDFL,0.00312315
RDFM,0.001352385
RDFN,0.003200973
RDFP,0.003683233
RDFQ,0.000793295
RDFR,0.002014331
RDFS,0.004384434
RDFT,0.019056919
RDFV,0.010193182
RDFW,0.003006399
RDFY,0.003477413
RDGA,0.017560564
RDGC,0.157023227
RDGD,0.005481667
RDGE,0.002864983
RDGF,0.099716203
RDGG,0.007146797
RDGH,0.030029349
RDGI,0.044338589
RDGK,0.001718391
RDGL,0.115550214
RDGM,0.317500272
RDGN,0.006954825
RDGP,0.003034413
RDGQ,0.062682736
RDGR,0.002351249
RDGS,0.010051796
RDGT,0.015257437
RDGV,0.017201864
RDGW,0.073865523
RDGY,0.003508534
RDHA,0.003582789
RDHC,0.005958333
RDHD,0.025634995
RDHE,0.004238402
RDHF,0.002179589
RDHG,0.003136862
RDHH,0.00286
RDHI,0
RDHK,0.000783095
RDHL,0.002466605
RDHM,0.002092239
RDHN,0.003114583
RDHP,0.001503887
RDHQ,0.001210081
RDHR,0.002749293
RDHS,0.003537551
RDHT,0.002372082
RDHV,0.001261894
RDHW,0.000752976
RDHY,0
RDIA,0.00228696
RDIC,0.002279279
RDID,0
RDIE,0
RDIF,0.001007659
RDIG,0.002025246
RDIH,0.002628196
RDII,0.002895246
RDIK,0.003172261
RDIL,0.001280763
RDIM,0.001240196
RDIN,0.002299357
RDIP,0.001057071
RDIQ,0.001542683
RDIR,0.002626997
RDIS,0.00250686
RDIT,0.003814281
RDIV,0.001481532
RDIW,0.001485547
RDIY,0.003534026
RDKA,0.003447589
RDKC,0.004108316
RDKD,0.027408333
RDKE,0.002124677
RDKF,0.002496205
RDKG,0.001856095
RDKH,0.003083919
RDKI,0.000517138
RDKK,0.001723795
RDKL,0.001369656
RDKM,0.002251198
RDKN,0.004253017
RDKP,0.004251889
RDKQ,0.002425516
RDKR,0.001843986
RDKS,0.001835695
RDKT,0.001928929
RDKV,0.001998987
RDKW,0.001907773
RDKY,0.000762401
RDLA,0.007648403
RDLC,0.004479817
RDLD,0.008305556
RDLE,0.001901596
RDLF,0.002578012
RDLG,0.315880443
RDLH,0.00200207
RDLI,0.003223051
RDLK,0.003467319
RDLL,0.002277494
RDLM,0.002788864
RDLN,0.002379884
RDLP,0.004000922
RDLQ,0.002159137
RDLR,0.00202308
RDLS,0.003477494
RDLT,0.020528799
RDLV,0.003754566
RDLW,0.001810326
RDLY,0.002496601
RDMA,0.021506539
RDMC,0.004771277
RDMD,0
RDME,0.00070368
RDMF,0.002162393
RDMG,0.032082409
RDMH,0.002727197
RDMI,0.002004266
RDMK,0.00290959
RDML,0.002000608
RDMM,0.001068551
RDMN,0.003079588
RDMP,0.001763109
RDMQ,0.001661111
RDMR,0.00202169
RDMS,0.00480848
RDMT,0.004398868
RDMV,0.002591333
RDMW,0.002681833
RDMY,0.001605173
RDNA,0.005705498
RDNC,0.005316272
RDND,0.017583164
RDNE,0.003164935
RDNF,0.001698864
RDNG,0.003926695
RDNH,0.002533898
RDNI,0.001076948
RDNK,0.002832903
RDNL,0.001973851
RDNM,0.00218829
RDNN,0.003761928
RDNP,0.001102212
RDNQ,0.001176323
RDNR,0.002148907
RDNS,0.002765232
RDNT,0.002205499
RDNV,0.000954163
RDNW,0.002811111
RDNY,0.000826797
RDPA,0.003259912
RDPC,0.009516782
RDPD,0
RDPE,0.001957738
RDPF,0.003722119
RDPG,0.002156439
RDPH,0.002078357
RDPI,0.000698301
RDPK,0.002057683
RDPL,0.002901376
RDPM,0.002356017
RDPN,0.001207416
RDPP,0.00182048
RDPQ,0.002210349
RDPR,0.002985657
RDPS,0.00236514
RDPT,0.002277037
RDPV,0.001547522
RDPW,0.001189942
RDPY,0.001661111
RDQA,0.002553005
RDQC,0.003354167
RDQD,0
RDQE,0.003703829
RDQF,0.001631448
RDQG,0.003489487
RDQH,0.001782076
RDQI,0.00207954
RDQK,0.002520307
RDQL,0.001693366
RDQM,0.002837302
RDQN,0
RDQP,0.002411706
RDQQ,0.000996667
RDQR,0.002980872
RDQS,0.002388526
RDQT,0.001909384
RDQV,0.002078138
RDQW,0.001749468
RDQY,0.001332118
RDRA,0.003426564
RDRC,0.006453317
RDRD,0
RDRE,0.00225583
RDRF,0.00317471
RDRG,0.002002857
RDRH,0.001650652
RDRI,0.001518187
RDRK,0.002543416
RDRL,0.002083929
RDRM,0.002834123
RDRN,0.002907248
RDRP,0.002260755
RDRQ,0.00273072
RDRR,0.002165838
RDRS,0.002897982
RDRT,0.002480565
RDRV,0.001495272
RDRW,0.002739464
RDRY,0.002575503
RDSA,0.005881617
RDSC,0.005253994
RDSD,0
RDSE,0.052247587
RDSF,0.002300644
RDSG,0.003431761
RDSH,0.002443206
RDSI,0.000806602
RDSK,0.001312301
RDSL,0.002000608
RDSM,0.002607007
RDSN,0.001816124
RDSP,0.002389966
RDSQ,0.001173804
RDSR,0.00207518
RDSS,0.003249811
RDST,0.003308615
RDSV,0.001918814
RDSW,0.001145195
RDSY,0.001400333
RDTA,0.002476318
RDTC,0.003584919
RDTD,0.016122549
RDTE,0.001117567
RDTF,0.00231294
RDTG,0.002974855
RDTH,0.002485504
RDTI,0.001595363
RDTK,0.001789056
RDTL,0.002268035
RDTM,0.002761545
RDTN,0.001444064
RDTP,0.00290856
RDTQ,0.00240424
RDTR,0.002086173
RDTS,0.002232676
RDTT,0.002020009
RDTV,0.002041336
RDTW,0.001879858
RDTY,0.001733138
RDVA,0.00200894
RDVC,0.005587536
RDVD,0.005481667
RDVE,0.002209501
RDVF,0.002502372
RDVG,0.008233584
RDVH,0.002536069
RDVI,0.003180292
RDVK,0.002938817
RDVL,0.00223304
RDVM,0.002593418
RDVN,0.003065238
RDVP,0.002269841
RDVQ,0.001840309
RDVR,0.001884487
RDVS,0.002448881
RDVT,0.001935817
RDVV,0.002374044
RDVW,0.00210371
RDVY,0.001921409
RDWA,0.004160342
RDWC,0.002637722
RDWD,0
RDWE,0.004407159
RDWF,0.001716085
RDWG,0.002341415
RDWH,0.002486822
RDWI,0.002135714
RDWK,0.002041046
RDWL,0.001529564
RDWM,0.003079588
RDWN,0.01022699
RDWP,0.002830465
RDWQ,0.005149303
RDWR,0.001375677
RDWS,0.001527112
RDWT,0.002159959
RDWV,0.004021539
RDWW,0.001137275
RDWY,0.003945139
RDYA,0.041571405
RDYC,0.003837167
RDYD,0.007304977
RDYE,0.002640495
RDYF,0.003187016
RDYG,0.24288413
RDYH,0.00269464
RDYI,0.010963333
RDYK,0.003575
RDYL,0.00229039
RDYM,0.003377788
RDYN,0.002773187
RDYP,0.003741752
RDYQ,0.000916667
RDYR,0.002614987
RDYS,0.003674039
RDYT,0.011838678
RDYV,0.007353455
RDYW,0.001105175
RDYY,0.00155288
REAA,0.045329745
REAC,0.004199664
READ,0.029366072
REAE,0.002439394
REAF,0.002550525
REAG,0.005078029
REAH,0.002281651
REAI,0.001408652
REAK,0.003581412
REAL,0.002633518
REAM,0.003843235
REAN,0.003003653
REAP,0.002566447
REAQ,0.001861979
REAR,0.001602827
REAS,0.002814224
REAT,0.002919663
REAV,0.002678038
REAW,0.002522943
REAY,0.002842567
RECA,0.627805978
RECC,0.090383512
RECD,0
RECE,0.008075246
RECF,0.007848201
RECG,0.174416668
RECH,0.005447619
RECI,0.006667536
RECK,0.007883509
RECL,0.005997251
RECM,0.006326738
RECN,0.007383469
RECP,0.008018135
RECQ,0.007000581
RECR,0.006227116
RECS,0.01076756
RECT,0.013230943
RECV,0.008132613
RECW,0.007142237
RECY,0.007931672
REDA,0.00304376
REDC,0.008565104
REDD,0
REDE,0.00272381
REDF,0.001223586
REDG,0.001549953
REDH,0.002872991
REDI,0.002920218
REDK,0.000847244
REDL,0.002296113
REDM,0.001903356
REDN,0.004168568
REDP,0.002306856
REDQ,0.002178146
REDR,0.001864512
REDS,0.003120038
REDT,0.002001582
REDV,0.002672354
REDW,0.001332658
REDY,0.001552001
REEA,0.003310881
REEC,0.010039683
REED,0
REEE,0.001599086
REEF,0.001668696
REEG,0.003125512
REEH,0.002937656
REEI,0.001313498
REEK,0.001870876
REEL,0.002366008
REEM,0.000898634
REEN,0.00444678
REEP,0.002432314
REEQ,0.00235409
REER,0.002695902
REES,0.003049436
REET,0.001609673
REEV,0.001731417
REEW,0.001410377
REEY,0.00343033
REFA,0.031638521
REFC,0.012173284
REFD,0
REFE,0.00085473
REFF,0.002258929
REFG,0.261829236
REFH,0.002026494
REFI,0.011663121
REFK,0.002352647
REFL,0.00195512
REFM,0.001444444
REFN,0.004404306
REFP,0.00530347
REFQ,0.002236111
REFR,0.000837078
REFS,0.004434109
REFT,0.025941545
REFV,0.018472206
REFW,0.000804944
REFY,0.002732635
REGA,0.024006572
REGC,0.380010753
REGD,0.005481667
REGE,0.002626234
REGF,0.088067529
REGG,0.010265956
REGH,0.005385497
REGI,0.067001085
REGK,0.001833333
REGL,0.204380353
REGM,0.719975927
REGN,0.006502425
REGP,0.004046933
REGQ,0.015453907
REGR,0.002502198
REGS,0.007767901
REGT,0.01309734
REGV,0.115501814
REGW,0.004913539
REGY,0.00334248
REHA,0.003109148
REHC,0.001995752
REHD,0.042413366
REHE,0.002891174
REHF,0.002414831
REHG,0.005396859
REHH,0.002158136
REHI,0.00186875
REHK,0.002979167
REHL,0.003206903
REHM,0.002934511
REHN,0.00286698
REHP,0.003160069
REHQ,0.001189082
REHR,0.000908313
REHS,0.00298322
REHT,0.002755672
REHV,0.001324074
REHW,0.002005488
REHY,0.002533118
REIA,0.001939726
REIC,0.006611659
REID,0.039815787
REIE,0.00232274
REIF,0.003797921
REIG,0.002517413
REIH,0.001461778
REII,0.001118707
REIK,0.004047644
REIL,0.001772091
REIM,0.001009515
REIN,0.001497723
REIP,0.001995752
REIQ,0.001539794
REIR,0.002229831
REIS,0.002742547
REIT,0.003032734
REIV,0.001677083
REIW,0.00060504
REIY,0.000839459
REKA,0.002267233
REKC,0.006374031
REKD,0.051688475
REKE,0.002425516
REKF,0.001631448
REKG,0.003447589
REKH,0.003085366
REKI,0.001631448
REKK,0.004983333
REKL,0.001601266
REKM,0.001539794
REKN,0.002862489
REKP,0.003250988
REKQ,0.003375411
REKR,0.002301287
REKS,0.002199706
REKT,0.003266137
REKV,0.00161036
REKW,0
REKY,0.000649487
RELA,0.004072836
RELC,0.004695218
RELD,0.014176724
RELE,0.002288796
RELF,0.002659569
RELG,0.149710728
RELH,0.002205163
RELI,0.002810353
RELK,0.002127033
RELL,0.001945825
RELM,0.001930164
RELN,0.001576702
RELP,0.002784964
RELQ,0.002349992
RELR,0.003009771
RELS,0.003033849
RELT,0.010512785
RELV,0.002856934
RELW,0.001727053
RELY,0.00268819
REMA,0.005362235
REMC,0.004402945
REMD,0
REME,0.001991523
REMF,0.00272526
REMG,0.016814929
REMH,0.000501525
REMI,0.001184798
REMK,0.002568385
REML,0.001297743
REMM,0.001734705
REMN,0.002212899
REMP,0.003339347
REMQ,0.002101406
REMR,0.001936985
REMS,0.003492225
REMT,0.002719817
REMV,0.002768519
REMW,0.000355952
REMY,0.000841607
RENA,0.002733379
RENC,0.005285354
REND,0
RENE,0.001218148
RENF,0.001336992
RENG,0.001858192
RENH,0.005289328
RENI,0.002955076
RENK,0.002158136
RENL,0.002241574
RENM,0.001720188
RENN,0.004916293
RENP,0.002684898
RENQ,0.000628632
RENR,0.001576486
RENS,0.001839485
RENT,0.002318374
RENV,0.001067511
RENW,0.000719379
RENY,0.001563213
REPA,0.002934225
REPC,0.009185098
REPD,0
REPE,0.001151611
REPF,0.003179621
REPG,0.002750657
REPH,0.00180318
REPI,0.003158451
REPK,0.001935617
REPL,0.003319707
REPM,0.002428587
REPN,0.002898649
REPP,0.002853053
REPQ,0.002759228
REPR,0.001798447
REPS,0.003168099
REPT,0.002146867
REPV,0.002249043
REPW,0.001171296
REPY,0.00304845
REQA,0.002246585
REQC,0.003068097
REQD,0
REQE,0.003248395
REQF,0.000895697
REQG,0.00202169
REQH,0.000339212
REQI,0.000460644
REQK,0.002158136
REQL,0.002319931
REQM,0.002132944
REQN,0.001794326
REQP,0.003091747
REQQ,0.001699742
REQR,0.002351974
REQS,0.002776933
REQT,0.002618109
REQV,0.001559824
REQW,0
REQY,0.002316197
RERA,0.002669363
RERC,0.004671019
RERD,0
RERE,0.003450302
RERF,0.002873253
RERG,0.002960777
RERH,0.002024249
RERI,0.001243572
RERK,0.001622533
RERL,0.002212466
RERM,0.001028455
RERN,0.00376823
RERP,0.002565523
RERQ,0.001651104
RERR,0.001564128
RERS,0.002520776
RERT,0.002524562
RERV,0.001740402
RERW,0.002317829
RERY,0.002071159
RESA,0.003923483
RESC,0.00432581
RESD,0.006852083
RESE,0.018780027
RESF,0.001356102
RESG,0.002702991
RESH,0.001721088
RESI,0.002464778
RESK,0.003049135
RESL,0.002184309
RESM,0.00160847
RESN,0.001590985
RESP,0.002541574
RESQ,0.001314548
RESR,0.001985312
RESS,0.002638041
REST,0.002820755
RESV,0.001643785
RESW,0.001454988
RESY,0.002054417
RETA,0.003207737
RETC,0.004844907
RETD,0
RETE,0.001504575
RETF,0.001715165
RETG,0.002629998
RETH,0.00332088
RETI,0.002878355
RETK,0.00292269
RETL,0.002687092
RETM,0.003802312
RETN,0.003335085
RETP,0.002544681
RETQ,0.002558869
RETR,0.001835139
RETS,0.002427235
RETT,0.002871787
RETV,0.002463055
RETW,0.002796769
RETY,0.00155288
REVA,0.00197801
REVC,0.004617024
REVD,0.004152778
REVE,0.002790877
REVF,0.001302677
REVG,0.004176638
REVH,0.00203573
REVI,0.002498481
REVK,0.003905016
REVL,0.001786507
REVM,0.001999696
REVN,0.002325556
REVP,0.002340592
REVQ,0.002433005
REVR,0.0019267
REVS,0.002440468
REVT,0.002482868
REVV,0.002084284
REVW,0.00145789
REVY,0.001588313
REWA,0.002647438
REWC,0.00165824
REWD,0.008841398
REWE,0.00299
REWF,0.002620717
REWG,0.002294041
REWH,0.002172612
REWI,0.002702547
REWK,0.001928467
REWL,0.001356848
REWM,0.000726369
REWN,0.001986111
REWP,0.002216734
REWQ,0.002565523
REWR,0.001302241
REWS,0.001881188
REWT,0.002762937
REWV,0.003587478
REWW,0.001033302
REWY,0.001481532
REYA,0.025237876
REYC,0.008373218
REYD,0.01208616
REYE,0.003447589
REYF,0.001127915
REYG,0.173777779
REYH,0
REYI,0.00561437
REYK,0.000566288
REYL,0.001983899
REYM,0.001836404
REYN,0.006839869
REYP,0.004030637
REYQ,0.004316273
REYR,0.002132306
REYS,0.003134172
REYT,0.013026096
REYV,0.005966981
REYW,0.002362787
REYY,0.002436296
RFAA,0.008329885
RFAC,0.005165293
RFAD,0
RFAE,0.002568385
RFAF,0.004754853
RFAG,0.005494854
RFAH,0.001977157
RFAI,0.003623698
RFAK,0.00204235
RFAL,0.004881891
RFAM,0.007653923
RFAN,0.005334955
RFAP,0.003432351
RFAQ,0.001894585
RFAR,0.002488582
RFAS,0.002377972
RFAT,0.002927314
RFAV,0.0020984
RFAW,0.002101866
RFAY,0.002430296
RFCA,0.285488623
RFCC,0.317311243
RFCD,0.039443782
RFCE,0.011187075
RFCF,0.01646437
RFCG,0.189177084
RFCH,0.009807125
RFCI,0.016555369
RFCK,0.011759351
RFCL,0.011187075
RFCM,0.019347059
RFCN,0.01684311
RFCP,0.011673055
RFCQ,0.014055556
RFCR,0.012407065
RFCS,0.017528585
RFCT,0.01977921
RFCV,0.016472454
RFCW,0.017074044
RFCY,0.009401275
RFDA,0.002204002
RFDC,0.004636748
RFDD,0.024548798
RFDE,0.006045956
RFDF,0.00598
RFDG,0.001923392
RFDH,0.001895459
RFDI,0.001015123
RFDK,0.003141356
RFDL,0.003303867
RFDM,0.002298393
RFDN,0.002757378
RFDP,0.002980787
RFDQ,0.000970206
RFDR,0.002780807
RFDS,0.001920504
RFDT,0.002373016
RFDV,0.002318374
RFDW,0.002030247
RFDY,0.001641218
RFEA,0.003094489
RFEC,0.00384229
RFED,0.022580453
RFEE,0.000792148
RFEF,0.001363599
RFEG,0.001292846
RFEH,0.002034014
RFEI,0.003150383
RFEK,0.000916667
RFEL,0.003306635
RFEM,0.002610317
RFEN,0.003417498
RFEP,0.001741594
RFEQ,0.00189023
RFER,0.000762048
RFES,0.002664452
RFET,0.003229576
RFEV,0.003379573
RFEW,0.001909988
RFEY,0.002702991
RFFA,0.015443426
RFFC,0.006684959
RFFD,0.038269537
RFFE,0.001248671
RFFF,0.00290959
RFFG,0.116258097
RFFH,0.002472401
RFFI,0.012484127
RFFK,0.003943645
RFFL,0.002851908
RFFM,0.001681493
RFFN,0.003289
RFFP,0.0041781
RFFQ,0.00239723
RFFR,0.002752422
RFFS,0.00303617
RFFT,0.006042538
RFFV,0.023025219
